Respondent ID,Ad ID,BrandRecall_anchor_authenticity,Credibility_anchor_authenticity,Enjoyment_anchor_authenticity,Involvement_anchor_authenticity,Memory_anchor_authenticity,Optimisation_anchor_authenticity,Persuasion_anchor_authenticity,Relevance_anchor_authenticity,Understanding_anchor_authenticity,BrandRecall_anchor_brand_recall,BrandRecall_anchor_branding,Credibility_anchor_branding,Enjoyment_anchor_branding,Involvement_anchor_branding,Memory_anchor_branding,Optimisation_anchor_branding,Persuasion_anchor_branding,Relevance_anchor_branding,Understanding_anchor_branding,BrandRecall_anchor_confusion_clarity,Credibility_anchor_confusion_clarity,Enjoyment_anchor_confusion_clarity,Involvement_anchor_confusion_clarity,Memory_anchor_confusion_clarity,Optimisation_anchor_confusion_clarity,Persuasion_anchor_confusion_clarity,Relevance_anchor_confusion_clarity,Understanding_anchor_confusion_clarity,BrandRecall_anchor_credibility,Credibility_anchor_credibility,Enjoyment_anchor_credibility,Involvement_anchor_credibility,Memory_anchor_credibility,Optimisation_anchor_credibility,Persuasion_anchor_credibility,Relevance_anchor_credibility,Understanding_anchor_credibility,BrandRecall_anchor_enjoyability,Credibility_anchor_enjoyability,Enjoyment_anchor_enjoyability,Involvement_anchor_enjoyability,Memory_anchor_enjoyability,Optimisation_anchor_enjoyability,Persuasion_anchor_enjoyability,Relevance_anchor_enjoyability,Understanding_anchor_enjoyability,BrandRecall_anchor_involvement,Credibility_anchor_involvement,Enjoyment_anchor_involvement,Involvement_anchor_involvement,Memory_anchor_involvement,Optimisation_anchor_involvement,Persuasion_anchor_involvement,Relevance_anchor_involvement,Understanding_anchor_involvement,BrandRecall_anchor_personal_relevance,Credibility_anchor_personal_relevance,Enjoyment_anchor_personal_relevance,Involvement_anchor_personal_relevance,Memory_anchor_personal_relevance,Optimisation_anchor_personal_relevance,Persuasion_anchor_personal_relevance,Relevance_anchor_personal_relevance,Understanding_anchor_personal_relevance,BrandRecall_anchor_persuasion,Credibility_anchor_persuasion,Enjoyment_anchor_persuasion,Involvement_anchor_persuasion,Memory_anchor_persuasion,Optimisation_anchor_persuasion,Persuasion_anchor_persuasion,Relevance_anchor_persuasion,Understanding_anchor_persuasion,BrandRecall_anchor_relevance,Credibility_anchor_relevance,Enjoyment_anchor_relevance,Involvement_anchor_relevance,Memory_anchor_relevance,Optimisation_anchor_relevance,Persuasion_anchor_relevance,Relevance_anchor_relevance,Understanding_anchor_relevance,BrandRecall_anchor_reliability_durability,Credibility_anchor_reliability_durability,Enjoyment_anchor_reliability_durability,Involvement_anchor_reliability_durability,Memory_anchor_reliability_durability,Optimisation_anchor_reliability_durability,Persuasion_anchor_reliability_durability,Relevance_anchor_reliability_durability,Understanding_anchor_reliability_durability,BrandRecall_anchor_scepticism,Credibility_anchor_scepticism,Enjoyment_anchor_scepticism,Involvement_anchor_scepticism,Memory_anchor_scepticism,Optimisation_anchor_scepticism,Persuasion_anchor_scepticism,Relevance_anchor_scepticism,Understanding_anchor_scepticism,Understanding_anchor_understanding_accuracy,BrandRecall_anchor_value_for_money,Credibility_anchor_value_for_money,Enjoyment_anchor_value_for_money,Involvement_anchor_value_for_money,Memory_anchor_value_for_money,Optimisation_anchor_value_for_money,Persuasion_anchor_value_for_money,Relevance_anchor_value_for_money,Understanding_anchor_value_for_money,anchor_enjoyability_overall_mean,anchor_enjoyability_overall_std,anchor_involvement_overall_mean,anchor_involvement_overall_std,anchor_credibility_overall_mean,anchor_credibility_overall_std,anchor_persuasion_overall_mean,anchor_persuasion_overall_std,anchor_branding_overall_mean,anchor_branding_overall_std,anchor_confusion_clarity_overall_mean,anchor_confusion_clarity_overall_std,anchor_scepticism_overall_mean,anchor_scepticism_overall_std,anchor_authenticity_overall_mean,anchor_authenticity_overall_std,anchor_personal_relevance_overall_mean,anchor_personal_relevance_overall_std,anchor_relevance_overall_mean,anchor_relevance_overall_std,anchor_value_for_money_overall_mean,anchor_value_for_money_overall_std,anchor_reliability_durability_overall_mean,anchor_reliability_durability_overall_std,anchor_brand_recall_overall_mean,anchor_brand_recall_overall_std,anchor_understanding_accuracy_overall_mean,anchor_understanding_accuracy_overall_std,n_themes_scored,Order Shown,Brand,Ad / Platform
R00712,AD072,,0.57508343,0.35453984,0.257062,0.39177018,0.46095884,0.3275878,0.408223,0.17053513,,,0.3702858,0.14018881,0.120620646,0.42310244,0.38157284,0.26418567,0.20518823,0.18035448,,0.44335467,0.35920435,0.3555419,0.3474875,0.25659424,0.40209383,0.4055157,0.1628552,,0.6235838,0.26220256,0.23163103,0.40676722,0.48549938,0.39438847,0.32270128,0.25485194,,0.4139162,0.26559627,0.29254898,0.42884204,0.39972436,0.277211,0.31751385,0.18775313,,0.4751646,0.28875878,0.39266846,0.45978656,0.38086176,0.34055975,0.3183538,0.14214991,,0.35603884,0.2550101,0.17026666,0.38989836,0.42717978,0.25500333,0.44533157,0.14501469,,0.42374277,0.20110154,0.22350022,0.40422484,0.3813347,0.5049217,0.2622786,0.32672626,,0.37106684,0.29545945,0.22883004,0.40067935,0.42201403,0.28357407,0.4769182,0.15672417,,0.42463875,0.2345781,0.15421833,0.35214737,0.30241963,0.37906036,0.26292017,0.33890712,,0.67322546,0.47448775,0.39331198,0.3379748,0.37497455,0.45051688,0.45586893,0.10773866,0.5671483278274536,,0.43956348,0.26117653,0.20705214,0.30025312,0.29853493,0.45773676,0.26987228,0.37100494,0.32288823,0.08451181,0.34978795,0.105920926,0.3727032,0.13405517,0.34097883,0.10631458,0.26068735,0.11752697,0.34158093,0.09087933,0.40851238,0.15821731,0.36822003,0.12353215,0.3054679,0.11537444,0.32940826,0.10713082,0.32564926,0.08879666,0.30611122,0.08671199,,,0.5671483278274536,,8,1,Usha,Digital Video 15s
R00713,AD072,0.12699991,0.57674724,0.42326558,0.4553713,0.29982653,0.20447522,0.19107626,0.43260786,0.31446838,0.5,0.28875118,0.47926962,0.2350611,0.43614885,0.3981894,0.36682364,0.20549813,0.20007953,0.4147324,0.25937963,0.30841628,0.26446876,0.38098705,0.3243594,0.15576467,0.112090364,0.24407525,0.31729993,0.22820151,0.65074354,0.289713,0.5052756,0.40295643,0.33456606,0.31191528,0.354138,0.50364,0.19273123,0.47181624,0.58517116,0.5862461,0.41254455,0.23063649,0.21292777,0.2587257,0.4240807,0.20179479,0.47362673,0.35692966,0.73246247,0.41903573,0.27917376,0.26106367,0.31313485,0.37855652,0.18640056,0.37640315,0.24822819,0.35890755,0.31713048,0.29183763,0.24654573,0.5213159,0.3147818,0.23941508,0.52572024,0.27600777,0.44311026,0.38756183,0.48086393,0.51394224,0.3484391,0.44306454,0.15480694,0.3994945,0.23802565,0.4327661,0.322705,0.36821353,0.28401783,0.69385403,0.31264865,0.2862932,0.51126426,0.22761598,0.36812064,0.3797457,0.3702404,0.38900107,0.30490303,0.4428473,0.19543256,0.39947715,0.3483958,0.382384,0.2987627,0.21845362,0.16049863,0.27289465,0.28781593,0.7027385234832764,0.22564542,0.4230348,0.2614709,0.3223888,0.31398365,0.42967582,0.50185496,0.36512992,0.42040616,0.37498665,0.15646029,0.3795309,0.15636164,0.39790547,0.13251773,0.40645832,0.10163653,0.33606154,0.10577014,0.26298237,0.084663734,0.28490168,0.082842335,0.33609313,0.14701694,0.31795013,0.096442655,0.35628137,0.1519229,0.36262116,0.08934173,0.36444795,0.08438169,0.5,,0.7027385234832764,,9,5,Usha,Digital Video 15s
R00714,AD072,0.17846641,0.62736773,0.4705832,0.46908745,0.3062918,0.25762498,,0.45860752,,0.5,0.32226175,0.27341756,0.38132516,0.4586525,0.2507474,0.49914268,,0.19893675,,0.3184333,0.2990565,0.29661882,0.3626091,0.3297823,0.32394385,,0.28092435,,0.2300701,0.674445,0.4118934,0.510656,0.23163325,0.3448447,,0.321197,,0.21037248,0.33560166,0.586196,0.62551814,0.2938092,0.32064816,,0.27120167,,0.2763363,0.3822906,0.4965396,0.7149939,0.36261958,0.36218673,,0.3242396,,0.22250897,0.37123623,0.3582109,0.36945146,0.255013,0.34943366,,0.5008391,,0.28767413,0.42354903,0.4922081,0.48884046,0.19995658,0.4625321,,0.2915227,,0.25552294,0.40964517,0.3653556,0.42057765,0.27085903,0.33089906,,0.67103916,,0.27389845,0.466493,0.45343664,0.3803126,0.17484324,0.3988965,,0.2767236,,0.21442777,0.42077857,0.41196337,0.4044628,0.3082814,0.30167237,,0.29127502,,,0.21004808,0.43625727,0.43133822,0.34340596,0.15325755,0.31407186,,0.26925293,,0.37762102,0.16139476,0.41702947,0.14758281,0.38924846,0.15988153,0.37804046,0.11682324,0.34064054,0.11084707,0.31590977,0.026846295,0.33612305,0.07785856,0.3954327,0.15430973,0.34667048,0.09022972,0.3891284,0.13944983,0.3082331,0.10645301,0.34637198,0.10749272,0.5,,,,7,1,Usha,Digital Video 15s
R00715,AD072,0.06589406,0.5870054,0.4954427,0.40381333,0.3657778,0.28072423,0.31399527,0.38616067,0.28008702,0.5,0.3106968,0.3490574,0.50025517,0.24497056,0.47733492,0.41190636,0.24362169,0.18490575,0.41211754,0.15707825,0.29024178,0.35679668,0.29011717,0.3343348,0.29793873,0.17930986,0.2531632,0.25837696,0.14844969,0.71148723,0.54463845,0.3047725,0.35603106,0.34553033,0.2815535,0.2654256,0.4389893,0.102874435,0.37690234,0.7892938,0.3796819,0.4237865,0.31038174,0.25173435,0.27053654,0.34268522,0.14330819,0.3976048,0.61953086,0.50984275,0.44124082,0.37965414,0.2716881,0.3097851,0.37024373,0.15804891,0.40661946,0.45965362,0.33818847,0.36412442,0.32126647,0.30507848,0.43113595,0.2723008,0.23750235,0.5264869,0.5502814,0.33213875,0.38132823,0.44196478,0.44649187,0.24822891,0.36516005,0.123076074,0.4182844,0.42045453,0.3535316,0.36490166,0.37317288,0.33675915,0.5534181,0.28569457,0.24638979,0.57082593,0.4007232,0.2283748,0.30006626,0.3908987,0.2749199,0.23404638,0.433486,0.1038641,0.41279456,0.4147729,0.31283987,0.32877687,0.3144358,0.2316466,0.26003522,0.2659759,0.8699483871459961,0.1736212,0.52182436,0.3979947,0.18638265,0.24538232,0.30978674,0.32835588,0.22371006,0.3228012,0.36087522,0.18628894,0.38254428,0.13739368,0.37743086,0.16743146,0.3921759,0.11043243,0.34831846,0.11045678,0.26859528,0.06580698,0.29390466,0.09530131,0.35321116,0.14721762,0.33960184,0.091449834,0.3588103,0.11558732,0.30109546,0.11062419,0.34219232,0.1153984,0.5,,0.8699483871459961,,9,4,Usha,Digital Video 15s
R00716,AD072,0.27392215,0.3902985,0.414065,0.33883375,0.33878142,0.14720258,0.25738844,0.37753782,0.26510012,0.0,0.17881463,0.2535126,0.1987561,0.33905897,0.41169888,0.27560237,0.19932932,0.14294691,0.33741954,0.42009825,0.35867113,0.41075453,0.37858286,0.32917657,0.3715345,0.28476715,0.41442162,0.26576608,0.23210482,0.58753926,0.3214458,0.37490386,0.4653996,0.30259064,0.3068154,0.31110203,0.3605806,0.18741435,0.21303558,0.26450837,0.39272436,0.49519166,0.14468592,0.2412519,0.21804838,0.29204473,0.27550405,0.30207467,0.3254177,0.5686836,0.51749074,0.23119864,0.30208886,0.29836604,0.23626839,0.23883523,0.2581788,0.2501118,0.32379228,0.35016426,0.18212509,0.24140382,0.39597633,0.19236606,0.18061936,0.3162233,0.24955828,0.42690578,0.44157228,0.3650082,0.3614346,0.20282999,0.397478,0.27682012,0.25308165,0.2751591,0.34278136,0.37497923,0.22712749,0.30270347,0.54116285,0.21878263,0.14528571,0.4204492,0.23278989,0.4158135,0.39828986,0.32734787,0.31250843,0.20738044,0.41082332,0.3118746,0.53870696,0.512469,0.43853867,0.3267389,0.21241547,0.35829207,0.40590778,0.22558437,0.6727679967880249,0.1843763,0.43248022,0.28664985,0.39755312,0.36244437,0.41825414,0.46208447,0.24295892,0.41113082,0.27210057,0.10928366,0.33967698,0.12009244,0.362498,0.10571692,0.32684776,0.095958404,0.25968215,0.08892799,0.3593081,0.056030635,0.37005866,0.115012094,0.31145886,0.08371672,0.27032816,0.07181772,0.31251088,0.09966985,0.35532582,0.095410064,0.31896535,0.10281219,0.0,,0.6727679967880249,,9,2,Usha,Digital Video 15s
R00717,AD072,,0.4564959,0.3912591,0.30240095,0.31356198,0.2573374,0.20438583,0.2786082,,,,0.1390833,0.26086047,0.16482836,0.40345407,0.3964353,0.14649414,0.14207423,,,0.3710167,0.38645762,0.4023634,0.3249441,0.26005965,0.23189978,0.28894332,,,0.41914225,0.319899,0.2563956,0.40546346,0.44099265,0.2519466,0.21782273,,,0.23042697,0.33648637,0.27763867,0.43133527,0.39488348,0.17392056,0.1603401,,,0.2650118,0.32040304,0.51129544,0.4329358,0.4715994,0.24272792,0.20595357,,,0.27181157,0.2897342,0.21784788,0.32953468,0.31648302,0.20872444,0.37145674,,,0.24936843,0.25709927,0.23343462,0.3769388,0.49466187,0.40538684,0.16990216,,,0.3085567,0.29977742,0.28975883,0.3314763,0.40207544,0.25513223,0.55393153,,,0.26564217,0.25572014,0.16529576,0.39212918,0.37894112,0.30311513,0.1676135,,,0.43366948,0.41028038,0.36916274,0.3033964,0.3012539,0.26078954,0.2870402,,,,0.27526605,0.2973833,0.24447346,0.31648803,0.43779603,0.431323,0.19506107,,0.28643304,0.105700836,0.34998956,0.12113122,0.33023745,0.09142917,0.31239885,0.115183555,0.23617569,0.11950577,0.32366922,0.06589419,0.33794183,0.066400595,0.3148642,0.08453998,0.28651324,0.05910016,0.34867263,0.10124184,0.31397012,0.09115295,0.27549386,0.09068068,,,,,7,1,Usha,Digital Video 15s
R00718,AD072,0.27942157,0.5177224,0.46308416,0.30980182,0.32195866,,0.22938798,0.43969268,0.26908413,0.5,0.34667447,0.3683408,0.3819564,0.19736466,0.51001036,,0.39940456,0.1689771,0.34739769,0.34025285,0.459852,0.481267,0.4087807,0.36128458,,0.27276105,0.46230182,0.28398708,0.33425778,0.6824149,0.49385232,0.27125382,0.4407125,,0.4150697,0.31586915,0.36732984,0.3987622,0.37633067,0.59852403,0.29798234,0.43639356,,0.29016948,0.20343202,0.31941614,0.4717158,0.43764693,0.55836874,0.5100339,0.47981364,,0.3542277,0.30960336,0.25733417,0.26569602,0.37868157,0.38031203,0.23344427,0.3427331,,0.28483254,0.39956996,0.19342896,0.3541924,0.40891096,0.38288197,0.2389027,0.42164207,,0.5783597,0.20400175,0.37544322,0.28829843,0.38461897,0.37584844,0.3049672,0.33101186,,0.30171862,0.49934798,0.23057267,0.3443989,0.46204832,0.3291728,0.2074637,0.3813968,,0.38345066,0.20841919,0.38656497,0.2856746,0.63461494,0.5840203,0.41762948,0.36701754,,0.302024,0.4826484,0.23703383,0.700402021408081,0.2629406,0.4656097,0.3683586,0.23674522,0.32994887,,0.41515517,0.23374532,0.35709065,0.3651263,0.11902685,0.42234302,0.10470727,0.415095,0.129654,0.37054187,0.11512711,0.34001577,0.1099928,0.38381088,0.08173639,0.4138329,0.14384209,0.35376918,0.10510412,0.3098373,0.076345816,0.33954802,0.08114102,0.3336993,0.084680565,0.3378644,0.089158945,0.5,,0.700402021408081,,8,4,Usha,Digital Video 15s
R00719,AD072,,0.53109145,0.33804843,0.28881708,0.4164684,0.22417638,0.20939638,0.41906542,0.25654757,,,0.46443996,0.17060067,0.15619627,0.4578918,0.4321645,0.36606902,0.1999398,0.37481874,,0.4547147,0.4232629,0.38261673,0.37308455,0.25514132,0.2267046,0.4117793,0.27140665,,0.63681746,0.23428743,0.28016055,0.43581858,0.37030986,0.38895923,0.33889228,0.43250695,,0.5212714,0.39518097,0.36533415,0.4502203,0.2614371,0.2687705,0.30117202,0.3219515,,0.55880624,0.31975994,0.4702434,0.495747,0.3527155,0.31876335,0.33930668,0.35027942,,0.45364407,0.22405182,0.2299621,0.42030227,0.26015326,0.26826066,0.43868735,0.28270665,,0.48757628,0.18653174,0.25768137,0.44794565,0.43356726,0.5709085,0.26551825,0.36779678,,0.42961642,0.25548577,0.29577583,0.42361853,0.30364597,0.29865453,0.4967421,0.30280322,,0.47313875,0.1449689,0.19310021,0.376146,0.4142925,0.40628707,0.29195717,0.44398645,,0.6484145,0.46610337,0.38890463,0.36405542,0.27292952,0.25715226,0.49747124,0.2252795,0.8535070419311523,,0.4910615,0.21287185,0.20409915,0.33272314,0.33596182,0.5078132,0.313819,0.3199262,0.36066723,0.09130534,0.4007027,0.09315624,0.38971904,0.12196973,0.3771907,0.13152319,0.3277651,0.13129534,0.34983885,0.08629077,0.3900388,0.14306892,0.3354514,0.112446435,0.322221,0.09778312,0.3507928,0.08633197,0.3397845,0.11133524,0.34298462,0.120482676,,,0.8535070419311523,,8,2,Usha,Digital Video 15s
R00720,AD072,0.22817726,0.55314636,0.42903742,0.47270486,0.3190084,0.3639344,,0.42899483,0.2361383,0.0,0.4099772,0.40712836,0.20975979,0.25428998,0.23474516,0.3897985,,0.23134473,0.22803177,0.33896476,0.36094114,0.2632656,0.3261461,0.28108904,0.41127932,,0.23774257,0.22605065,0.25899386,0.74594724,0.2877811,0.3460358,0.23374088,0.4431236,,0.33139038,0.29928246,0.19971994,0.54247797,0.54169965,0.4505766,0.33793458,0.45307392,,0.2503145,0.27061477,0.2777993,0.55356437,0.34579864,0.6117435,0.32590103,0.48485065,,0.31057367,0.2899891,0.19389337,0.46444446,0.23716348,0.38022682,0.31881368,0.31357402,,0.47022074,0.1926945,0.3013799,0.54374534,0.2933814,0.33104348,0.20307031,0.36417937,,0.3240625,0.3111248,0.14986472,0.4716608,0.2564512,0.42083377,0.30156204,0.34848413,,0.61675566,0.23169053,0.27972037,0.5435002,0.25336367,0.23465855,0.16766296,0.31719816,,0.26082996,0.37975082,0.22309092,0.42910108,0.31728145,0.36488152,0.27387607,0.4317178,,0.2564269,0.16540082,0.7291662693023682,0.24058858,0.5217043,0.2730637,0.24905364,0.15876408,0.34798694,,0.30205116,0.25462183,0.3808015,0.13411905,0.40002754,0.1304267,0.3682869,0.16534583,0.33399838,0.09665195,0.29563445,0.08933616,0.3056849,0.06446679,0.30772206,0.09611073,0.37889272,0.114076175,0.3213789,0.11087747,0.34966284,0.14934506,0.29347926,0.10688925,0.30458558,0.11444474,0.0,,0.7291662693023682,,8,2,Usha,Digital Video 15s
R00721,AD073,,0.61990356,0.557135,0.40963858,0.27114642,0.18437181,0.29159376,0.5462844,0.3036369,,,0.5033995,0.54568636,0.24379441,0.3661744,0.36011875,0.38789657,0.25288883,0.29395413,,0.2923539,0.39698127,0.33919698,0.33135906,0.28268406,0.22813489,0.2809103,0.31662336,,0.71906614,0.5860451,0.32347488,0.31769866,0.31947836,0.4719261,0.3826639,0.34294152,,0.42994145,0.7728309,0.3416933,0.39261687,0.19140552,0.43669465,0.44539875,0.34057796,,0.4232788,0.62697107,0.55929667,0.38034773,0.23063497,0.4527142,0.42140263,0.34960368,,0.42446274,0.45384884,0.26333117,0.35498276,0.22478446,0.38752827,0.59281147,0.2775181,,0.57681376,0.44899717,0.35308707,0.2721949,0.45927444,0.59602046,0.39736927,0.37579292,,0.4103784,0.41965047,0.34366375,0.30850738,0.2995563,0.36058822,0.5995957,0.3093355,,0.5833343,0.4090565,0.2933589,0.21130183,0.34809676,0.43978065,0.32260025,0.34702024,,0.4201566,0.4938076,0.32095802,0.3178268,0.21499072,0.3085144,0.36287785,0.27248973,0.56280118227005,,0.5048744,0.43844512,0.21384199,0.2823986,0.38395447,0.45850813,0.32838064,0.3239448,0.41889492,0.1651612,0.43053123,0.122371405,0.43291184,0.14908932,0.43494374,0.11016913,0.36923912,0.10987974,0.30853048,0.05000951,0.33895272,0.08670725,0.3979638,0.15975176,0.37240848,0.12020626,0.38140947,0.09926472,0.3667935,0.0976397,0.3693187,0.110980116,,,0.56280118227005,,8,2,Crompton,TVC 30s
R00722,AD073,,0.41480646,0.3926657,0.2632259,0.32350004,0.4573524,0.292146,0.37670398,0.15894756,,,0.3251353,0.24735387,0.14787059,0.43061286,0.44085398,0.24255753,0.20325413,0.19511895,,0.4084339,0.38385335,0.3467063,0.33431017,0.26061523,0.3325362,0.41341254,0.13245942,,0.6805602,0.2934853,0.20914365,0.42465365,0.5201592,0.35143405,0.35834578,0.20885038,,0.3465365,0.3201661,0.31018218,0.45371372,0.4069432,0.2836522,0.3382321,0.17650649,,0.43750295,0.30159763,0.4373603,0.46768838,0.4321359,0.33176264,0.3964149,0.11966722,,0.37647495,0.25360066,0.22015479,0.31450868,0.4041279,0.24923205,0.41669428,0.16126208,,0.40450877,0.2698431,0.2314831,0.35247278,0.47415084,0.46710557,0.2767631,0.26636404,,0.3673871,0.2501089,0.25677362,0.31040645,0.43311077,0.30448383,0.51264036,0.16974638,,0.43706548,0.2711196,0.17904639,0.2424556,0.4220521,0.3397955,0.21438706,0.2875969,,0.52449346,0.5044128,0.34504142,0.3581196,0.39293998,0.35321093,0.39015856,0.09856201,0.6070448756217957,,0.46251062,0.27288195,0.20971595,0.3919075,0.37166077,0.37687355,0.25298217,0.28390792,0.32949156,0.0826026,0.36551625,0.114544034,0.38082904,0.16001038,0.3428364,0.096008874,0.27909464,0.10928958,0.3265409,0.09262415,0.37086734,0.12960717,0.3349185,0.09600475,0.29950693,0.093251504,0.32558218,0.10934342,0.32780504,0.08541726,0.29918984,0.09374792,,,0.6070448756217957,,8,1,Crompton,TVC 30s
R00723,AD073,0.20985481,0.25163797,0.31297085,0.31506395,0.27286795,0.20626935,0.11588512,0.32863674,0.3104531,1.0,0.21786189,0.15455632,0.20027003,0.17299205,0.3282122,0.3547605,0.108916886,0.094838515,0.44204435,0.23618196,0.2520303,0.35798627,0.3893239,0.36587453,0.1516728,0.15785766,0.3034934,0.36201748,0.1836134,0.45695856,0.26594996,0.27778858,0.36175218,0.37019065,0.18689664,0.22911446,0.41590574,0.2792111,0.14328244,0.35920408,0.37306246,0.33693615,0.23761392,0.09739809,0.17488578,0.4329743,0.3109919,0.21730475,0.3760425,0.5134134,0.43950295,0.2798868,0.15788674,0.21687026,0.4418386,0.253797,0.19222529,0.21803063,0.20544107,0.29462326,0.25624478,0.17321886,0.37847158,0.34604305,0.22732106,0.3936598,0.18563811,0.22733359,0.3348355,0.48431158,0.28271967,0.1830323,0.44729868,0.25940752,0.22575678,0.24305473,0.26295888,0.3290475,0.2757885,0.22039257,0.57834864,0.35685787,0.19365376,0.44372278,0.17911352,0.18522878,0.25259686,0.4251962,0.26180163,0.15609731,0.309265,0.20276146,0.2838005,0.3652203,0.3576232,0.3446719,0.20731895,0.14468013,0.25832912,0.36749548,0.7566531300544739,0.16598678,0.3823822,0.24371216,0.22871438,0.32878718,0.3783973,0.38589585,0.16935799,0.41383544,0.2705076,0.11491691,0.3281931,0.12156477,0.30535224,0.099729694,0.30735004,0.11335147,0.23049474,0.118887566,0.28627092,0.09111932,0.28132236,0.08303155,0.2581822,0.070241414,0.25756615,0.07026685,0.30573475,0.11177919,0.29967436,0.09834515,0.26740843,0.10628142,1.0,,0.7566531300544739,,9,5,Crompton,TVC 30s
R00724,AD073,0.24526335,0.5082508,0.4178158,0.34320706,0.2848407,0.24210861,0.22938798,0.45690098,0.2560477,1.0,0.43327418,0.391368,0.25379914,0.37363696,0.43577018,0.32193208,0.39940456,0.24412175,0.41982847,0.26105785,0.4487025,0.38991946,0.37270755,0.38796112,0.2651855,0.27276105,0.44978037,0.37591437,0.3692846,0.6670381,0.34748715,0.41048947,0.4395563,0.3613524,0.4150697,0.36388353,0.3746599,0.44985163,0.37127334,0.33506086,0.40776068,0.4456583,0.24849501,0.29016948,0.38765898,0.3454544,0.42620134,0.42855868,0.39530456,0.5621218,0.46942246,0.3051117,0.3542277,0.40260616,0.3581435,0.3366359,0.3758414,0.33477932,0.32138246,0.36344585,0.27119607,0.28483254,0.493999,0.295822,0.34718686,0.4087976,0.3241484,0.4812816,0.35471237,0.43537986,0.5783597,0.28243095,0.400101,0.27876315,0.36637807,0.37107176,0.34596682,0.33211085,0.3036778,0.30171862,0.5245534,0.30983576,0.2664654,0.45270088,0.30856138,0.41653213,0.27482998,0.41342303,0.38345066,0.25746736,0.28440472,0.28534064,0.66660815,0.50720274,0.47434986,0.35271862,0.27223253,0.302024,0.46921894,0.32039627,0.7999429702758789,0.26743877,0.4681968,0.33734807,0.43137026,0.357015,0.32536572,0.41515517,0.263249,0.3838838,0.36459807,0.06758029,0.41129977,0.07444428,0.4165357,0.09867339,0.4013776,0.08954545,0.36368167,0.073693514,0.35822108,0.07448313,0.40556577,0.13240826,0.3315359,0.10504659,0.34199274,0.0667351,0.34823072,0.073018804,0.36100253,0.07075807,0.3397595,0.07614326,1.0,,0.7999429702758789,,9,2,Crompton,TVC 30s
R00725,AD073,0.1964947,0.5625957,0.3813369,0.44584635,0.3106652,0.31432378,0.31101465,0.4273288,0.30084014,1.0,0.39801544,0.5366349,0.17815942,0.48229253,0.41221997,0.4148003,0.2884027,0.217351,0.47926265,0.20793845,0.36426115,0.2699666,0.4040329,0.33746067,0.33729604,0.17752957,0.23020504,0.42175934,0.3446088,0.7470185,0.26390797,0.55625784,0.441369,0.49340048,0.30595464,0.32729602,0.45866114,0.38621616,0.5735073,0.5386681,0.6331249,0.42549643,0.4527475,0.2601495,0.2858619,0.40308538,0.3898771,0.5650295,0.3153413,0.76993257,0.49298987,0.5070585,0.2724996,0.3232235,0.39895576,0.3139346,0.5034589,0.2728065,0.41094875,0.28085613,0.3221289,0.28705722,0.4983568,0.34351262,0.32007527,0.55475307,0.30630782,0.514535,0.36050442,0.4802439,0.48536795,0.3273208,0.39800644,0.2642075,0.47431284,0.27636746,0.44400418,0.30555758,0.37126854,0.32921034,0.63109934,0.32983667,0.2423504,0.557856,0.22367717,0.41081053,0.26608533,0.3873962,0.31493068,0.3046223,0.31243542,0.2262411,0.4273114,0.32366094,0.4170852,0.3717192,0.37341303,0.24536084,0.26656914,0.35877997,0.7641510963439941,0.24458252,0.45486218,0.25539362,0.36599168,0.350982,0.46398774,0.3870768,0.33089566,0.42284518,0.439873,0.12529449,0.4483231,0.15516083,0.43760827,0.15070863,0.41634607,0.09380907,0.37857097,0.123991475,0.30560553,0.08770465,0.3344601,0.07358765,0.3611607,0.106386445,0.35922894,0.090366386,0.3806516,0.117739104,0.36406863,0.07871939,0.3355738,0.10351035,1.0,,0.7641510963439941,,9,1,Crompton,TVC 30s
